text,class
"Also , one of the users mentioned how the edges on the macbook is sharp , if you have money to spend on one of the incase shells , it does n't seem to be a problem.",0
"It is easy to use , its keyboard easily accommodates large hands , and its weight is fantastic.",0
"Called Acer many times , they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!",1
The battery is really long.,0
Had some trouble finding a case that it would fit in.,0
This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,1
When I called Sony the Customer Service was Great.,1
"It is a much more streamlined system for adding programs , using the internet , and doing other things everyone does on a computer.",0
"My computer froze on several occasion , had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all.",1
Not even safe mode boots.,0
"This is an over-sized , 18-inch laptop.",0
I had to pay $ 100 for a universal charger for this cheap $ 300 laptop.,1
The powerpoint opened seamlessly in the apple and the mac hooked up to the projector so easily it was almost scary.,0
1.You can not change your desktop background ( window 's 7 starter does NOT support that function ).,0
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,1
Strengths : Well -- shaped Weaknesses : A bad videocard!,0
You ca n't even get a satellite card which is why I bought to begin with.,1
"It is a REAL touchpad , not the toy I saw in other brands.",1
Price and purpose is awesome!,0
Wonderful zooming.,0
"The screen is huge and colorful , but no LED backlighting.",0
"In all honesty , if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop , then do not buy this computer.",0
Everything about this computer is easy to use.,0
"Worse , for the price I could get a *netbook* that outperforms this machine.",1
Keyboard was also very nice and had a solid feel.,0
It did not have all the features I expected it to have.,1
"No luck , although I waited for hours on the phone-Visited MacHouse , they stated the their call center is down due to too many phonecalls ( difficult to believe ).",1
There is a backlit keyboard which is perfect for typing in the dark.,0
It has a lot of memory and a great battery life.,0
"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter , so it 's not just an isolated incident ! ! !",1
"I love this program , it is superior to windows movie maker.",1
He has replaced his hard drive twice and ( of course ) has had to pay for antivirus software every year.,0
"This purchase opened me to the world of Macbooks , and I am impressed with the intuition of the design , the beauty of the product , and the excellent technological advances associated with it.",1
"The price is great for this model , I only plan on using it for media in the entertainment room.",1
I 've also had to have the keyboard replaced at my expense.,1
I had the staff telling me older version did not make the fan noise cause it is a `` different '' computer.,1
Even out of warranty!,0
"Crisp screen , great battery life , and plenty of storage.",0
"Also , my sister got the exact same laptop ( since they were so cheap ) and after 8 months , the screen split in half just from everyday use.",0
The Toshiba Satellite has been more than I expected for the price.,1
"I had to adjust my mousepad sensitivity , because it is very sensitive.",1
Keyboard is plastic and spongey feeling.,0
"previous laptops were pc 's , still have them , but the mac osx is a clean and smooth operating system.",0
i also love having the extra calculator number set up on the keyboard which most laptops do not have.,1
"I love my Apple , it is quick and easy to use.",1
"The laptop is relatively simple to use , though I bought Macs for Dummies , which is well worth $ 2",1
No tutorials on the display.,0
The touch pad is among the best.,0
"We also use Paralles so we can run virtual machines of Windows XP Professional , Windows 7 Home Premium , Windows Server Enterprise 2003 , and Windows Server 2008 Enterprise.",1
"How Toshiba handles the repair seems to vary , some folks indicate that they were charged for even an intial fix , others had the repair done 5 times.",0
"In the shop , these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it , get it home , break the seal and use it ( very clever con ).",0
This laptop meets every expectation and Windows 7 is great!,0
Drivers updated ok but the BIOS update froze the system up and the computer shut down.,0
The fact that you can spend over $ 100 on just a webcam underscores the value of this machine.,0
It rarely works and when it does it 's incredibly slow.,0
"It 's so much easier to navigate through the operating system , to find files , and it runs a lot faster!",0
I am using the external speaker -- sound is good.,1
"The battery life seems to be very good , and have had no issues with it.",0
Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,0
After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,1
"It was slow , locked up , and also had hardware replaced after only 2 months!",0
"Yes , the computer was light weight , less expensive than the average laptop , and was pretty self explantory in use.",0
"Keyboard is great , very quiet for all the typing that I do.",1
The keyboard feels good and I type just fine on it.,1
I thought the white Mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing.,1
My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,1
"Granted , it 's still a very new laptop but in comparison to my previous laptops and desktops , my Mac boots up noticeably quicker.",0
It caught a virus that completely wiped out my hard drive in a matter of hours.,0
The AMD Turin processor seems to always perform so much better than Intel.,0
"High price tag , however.",0
I custom ordered the machine from HP and could NOT understand the techie due to his accent.,1
"For the not so good , I got the stock screen - which is VERY glossy.",1
The gray color was a good choice.,0
I would like to have volume buttons rather than the adjustment that is on the front.,1
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,0
"It is easy to use , fast and has great graphics for the money.",0
I like how the Mac OS is so simple and easy to use.,1
Obviously one of the most important features of any computer is the `` human interface.,0
"A great feature is the spotlight search : one can search for documents by simply typing a keyword , rather than parsing tens of file folders for a document.",0
"I 've had to call Apple support to set up my new printer and have had wonderful experiences with helpful , english speaking ( from Vancouver ) techs that walked me through the processes to help me.",1
I need graphic power to run my Adobe Creative apps efficiently.,1
"upon giving them the serial number the first thing I was told , was that it was out of warranty and I could pay to have it repaired.",0
"Laptop was in new condition and operational , but for the audio problem when 1st sent for repair.",0
I was disappointed when I realized that the keyboard does n't light up on this model.,1
It runs perfectly.,0
Sometimes the screen even goes black on this computer.,0
Its fast and another thing I like is that it has three USB ports.,0
The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it.,1
That system is fixed.,0
I would not recommend this to anyone wanting a notebook expecting the performance of a Desktop it does not meet the expectations.,1
"The Macbook arrived in a nice twin packing and sealed in the box , all the functions works great.",0
It 's super fast and a great value for the price!,0
It drives me crazy when I want to download a game or something of that nature and I ca n't play it because its not compatable with the software.,1
The online tutorial videos make it super easy to learn if you have always used a PC.,0
It was very easy to just pick up and use -- It did not take long to get used to the Mac OS.,0
Features like the font are very block-like and old school.,0
"It is loaded with programs that is of no good for the average user , that makes it run way to slow.",1
"Now , , , , , my monitor has been acting up for about 2 months.",0
"Also , the extended warranty was a problem.",0
They sent it back with a huge crack in it and it still did n't work.,0
The size is perfect and I do not recommend anything bigger except for any person who can exceed the limited space it gives you.,1
the mouse buttons are hard to push.,0
The price is another driving influence that made me purchase this laptop.,0
It is stamped and not in pieces therefore it is a stronger more resilient frame.,0
I would like at least a 4 hr . battery life.,1
Clear picture on it and everything.,0
"Screen is awesome , battery life is good.",0
Somehow the system clock got messed up after reboot.,0
HP said it was out of warranty.,1
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,1
Great wifi too.,0
The lcd screen stopped working on mine after 10 months.,0
"We have had numerous problems with Vista , such as Adobe Flash player just quits and has to be uninstalled and then reinsalled , Internet Explore just quits and you lose whatever you were working on , also , the same Windows update has appeared on this computer since we got it and has been updated probably 400 times , the same update.",0
I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,1
"The Apple applications ( ex . iPhoto ) are fun , easy , and really cool to use ( unlike the competition ) !",0
First it burned or fused the power adapter plug.,0
"It was still working , but there was nothing on the screen.",0
"Though the picture , video , and music software is nowhere close to professional grade software Im used to ( CS5 ) but does the job for beginner and even intermediate media designers.",0
The much lauded combined touch pad and clicker is a nightmare.,0
"The Unibody construction is solid , sleek and beautiful.",0
This MacBook is an outstanding product with great value.,0
"No temporary replacement , they are out of replacements because `` many computers had problems with the Nvidia chipset `` -Inquired status of repair.",0
I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSE N'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS.,1
The feature are good enough for what I need.,1
"Finally , the biggest problem has been tech support.",0
"( I had been a Windows/Linux user before this ) I love the size because the screen is big enough for what I use it for ( Internet , artwork ) , and yet it is small enough to be reasonably portable.",1
"Plain and simple , it ( laptop ) runs great and loads fast.",0
"It was a great laptop , ran great and was really fast.",0
The only problem is a lack of screen resolutions!,0
It is very well built.,0
"The design is awesome , quality is unprecedented.",0
"AND the best part is that it even comes with a free printer ( when they have a certain promotion/offer going , of course )!",0
it is very easy for anyone to use an apple and specially the mcbook pro notebook.,0
"The touchpad is very intuitive , so much so that I never want to use buttons to click again!",1
tons of bloatware and junk programs.,0
The real stand out on this computer is the feel of the keyboard and it 's speed.,0
Delivery was early too.,0
"Laptops are usually used on the go , so why not give you a better battery ?",0
I was n't a big fan of the Netbooks but this one was very well designed.,1
I still have that stupid bluetooth mouse to!,1
2nd Best computer in the world only one way this computer might become the best is that it needs to upgreade patches to make less easier for people to hack into.,0
It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.,0
"I definitely suggest getting an extended warranty , you will probably need it!",1
The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.,1
Keys stick periodically and I havent had the laptop for 45 days yet.,1
"It 's graphics are n't bad at all , for the lower end of the MacBook Pro spectrum , easily capable of running StarCraft II and other games with comparable graphics.",0
"I have Vista , so I am unable to install and uninstall some programs.",1
"i am a huge computer person i love anykind of computer that works well , but when i got this one i was so happy with the way it works and how it runs its amazing.",1
Its white color is stylish for college students and easy to take to carry and take to classes.,0
I took off a star because the machine has a lot of junk software on it.,1
The battery life is great.,0
"I sent it back and found this time that the battery was faulty , so I got a new one and some other fixes they found.",1
Great pick for portability and affordability.,0
"It 's fast , it 's easy easy easy to set up , easy to hook to my wireless network.",0
I previously purchased a 13 '' macbook ( had pro specs and was aluminum style ) which had a nvidia 9800 ( If I am not mistaken ) and it had major heating issues.,1
"Oh yea , has no numeric pad on the side.",0
"More times that not the screen pops up saying I have a bad internet connection , or the page ca n't be displayed.",1
The ease of use is wonderful.,0
Best thing is I can use existing 32 bit old programs.,1
The only thing I would change about it is the mouse keys.,1
After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,1
They have developed excellent proprietary software for editing video and pictures and I 'm looking forward to utilizing these tools on the regular.,1
"Graphics are clean and sharp , internet interfaces are seamless.",0
"But after using it a couple of weeks , the overall operation is poor.",0
I already have a HP laptop I bought last year that 's standard size.,1
I just plug this into my 22 '' Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.,1
Good monitor and performed well.,0
the mouse pad and buttons are the worst i 've ever seen.,1
It really is perfect for work and play.,0
"Eventually my battery would n't charge , so unless I had it plugged in it would n't even power on.",1
My first problem was with the pre-loaded Norton Firewall/Security program.,0
"I had a USB connect but , i ca n't use it because it is not compatible.",1
"It is easy to use , good quality and good price.",0
"After 2 months of complaints , Asus finally sent the right power supply to my techies.",0
"That included the extra Sony Sonic Stage software , the speakers and the subwoofer I got ( that WAS worth the money ) , the bluetooth mouse for my supposedly bluetooth enabled computer , the extended life battery and the Docking port.",1
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,0
I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,1
"I would recommend this computer to anyone searching for the perfect laptop , and the battery life is amazing.",1
Not easy to carry.,0
"Summary : I 've had this laptop for 2 months , out of the blue the power adapter stops working.",0
"Of course , for a student , weight is always an issue.",0
2.The wireless card is low quality.,0
"They offer the best warranty in the business , and do n't 3rd party it out like Toshiba.",0
The only problems are the sound isnt very loud I have to wear headphones.,0
There are no viruses or spyware to worry about like on a Windows computer.,0
"while about 8 years ago , I hope that the quality has changed.",1
"The difference is it 's a whole lot of fun using the laptop now , still learning the Apple navigation , but is fun and comes with a lot of cool apps.",0
The display is awesome.,0
The speakers on it are useless too.,0
"In early May I got it back and this time I only had it back for 1 day before it had a NEW issue so it was sent back in for the 6th time they `` expedited '' the repairs so I was only supposed to have to be without it for 3 days and it was supposed to be fixed , by a `` Senior Tech ''.",1
Adjust the sensitivity since it 's not that responsive to begin with.,0
"Also , I have had a lot of trouble with the shift key to go to other lines.",1
iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,0
"Fully charged , the MacBook Pro can last about five hours unplugged.",0
Also the display is exceptional!,0
"Your cursor will end up all over the freaking place , , , it 's not uncommon for me to accidentally delete words , sentences , paragraphs because of this mousepad.",0
"Then I 've fixed the DC jack ( inside the unit ) , rewired the DC jack to the OUTside of the laptop , replaced the power brick.",1
"Great product , very easy to use and great graphics.",0
The built-in webcam is great for Skype and similar video-chat services.,0
THE MOTHERBOARD IS DEAD!,0
This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.,0
I could n't believe how long the battery lasted on a single charge.,1
The backlit keys are wonderful when you are working in the dark.,0
"The most recent being that my Safari internet browser is freaking out on me , but I have just been using firefox instead.",1
"The DVD drive randomly pops open when it is in my backpack as well , which is annoying.",0
Its also FUN to use!,0
"The graphics and screen are stunning and although I was a PC person , I was able to understand how to use a mac fairly quickly.",1
I just took the broken cords into the Apple store and they gave me new ones.,1
The screen is gorgeous - yummy good.,0
"The Macbook starts fast , does n't crash , has a fantastic display , is small and light ( I have the 13.3 '' model ) , and is n't always complaining about updates , lost connections , errors , blue screens , etc.",0
"The guy then said that if I insist on having the hinge tightened , they can do it for me but I have to accept the condition after the `` repair ''.",1
so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.,1
"My friend just had to replace his entire motherboard , so did my wife , and it looks like I will have to as well.",0
"First , it does not have a push button to open the lid.",0
The screen almost looked like a barcode when it froze.,0
"I love the solid machined aluminum frame , and the keyboard is the best of any laptop I 've used.",1
You can even run a parallels type program easily and run any leftover PC software that you absolutely can not be without.,0
It has easy to use features and all the speed and power I could ask for.,0
"The Mac Snow Leopard O/S is extremely easy to use , although very different than Win XP , Visa or Win7.",0
super fast processor and really nice graphics card.,0
"I dislike the weight and size , cubersome.",1
"I love windows 7 but i ca n't give Toshiba any credit for that , unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",1
"Not sure how I recommend it for quality gaming , as I have a desktop rig for that reason.",1
"Great value , fast delivery -- Computer works as if brand new , no problems , very pleased.",0
so the fact that the computer does not work on the 24 twenty fourth day is my fault.,0
"I would definitely reccomend this if you are in the market for an ease to use , stylish , fun , awesome computer.",1
"The Windows 7 Starter is , in my opinion , a great way to think about using your netbook : basics , basics , basics.",0
So we exchanged it for the same on and after 2 hours it did n't work.,0
The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,0
"After way too many times sending the thing in for repairs ( delivery service was slow , and without the laptop I had no access to the internet , and thus no way of tracking it to find out when I might hope to see my computer again ) , it finally kicked the bucket after just over 2 years.",1
The only thing I wish this had was the option to turn off the touchpad with a button like my big 16 '' laptop does.,0
I especially like the backlit keyboard.,1
The buttons you have to press a little harder than most.,0
"But to be honest , I do n't use my computer for anything like graphics editing and complex data analysis and gaming.",1
The one thing I wish it had was a detailed hardcopy manuel.,1
the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds.,0
"However , I love this particular Mac because its very fast , great size , and has fantastic features like the lighted keyboard and easy mouse pad.",1
We paid for the three year warranty and the extended warranty after that one ended as well.,0
My husband got me this for Chrismas after getting me a very expensive laptop that did not work after 2 days.,0
The resolution is even higher then any other laptop on the market.,0
"But with A WAY Bigger Screen , and IS able to connect to an HDMI.",0
the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,0
The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,1
I have had no problems with it unlike some hardware defects on past models.,1
Not to mention the fact that your mac comes fully loaded with all necessary basic programs.,0
If this is an improvement in Customer Service then I would hate too see what it was before!,1
For me I was lucky and a local store was selling them for $ 2000 off and Best Buy matched their price so I was able to buy one for under $ 1000.,1
The layout of the MacBook is horrible and confusing;,0
Was not happy with one of the programs on it.,0
The first one sent : Touchpad did n't work The second sent : USB did n't work The third sent : Touchpad did n't work The fourth sent : Has n't arrived yet.,0
"In November my computer messed up entirely and would n't power on after intalling a Windows update , I had to have my HD flashed and lost EVERYTHING on it , including my school assignments and irriplaceable pictures that were only in digital format and several other things , when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",0
"Overall : Poor , Features : Average , Performance : Poor , Battery Life : Excellent , Price -- Value : Poor.",0
The graphics are stunning.,0
"( I found a 2GB stick for a bit under $ 50 ) Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours , or at the hotel taking care of some last minute details and documents.",1
after much effort and 10 days ASUS replaced itThe WiFi is very weak.,0
", Applications respond immediately ( not like the tired MS applications ).",0
"The only drawback for me is how dirty the screen gets , and rather quickly too.",0
"Seems to slow down occassionally but can run many applications ( ie Internet tabs , programs , etc ) simultaneously.",0
Not to mention sometimes the whole charger unit will decide not to work entirely.,0
I have other computers that get strong signals that do n't drop in places that this `` net '' book loses its signal.,1
"Anyway , in early July of this year , the DVD burner stopped working , and the computer stared having issues with power supply.",0
The screen gets smeary and dusty very quickly and it 's very noticeable.,0
"The battery life , before the battery completely died of course , left much to be desired.",0
It had most of the features and all of the power that I wanted to replace my desktop machine.,1
It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.,1
Was very much worth the price i paid.,0
This is a great little computer for the price.,0
"All apple associates are always willing to help you out with anything , no matter when you purchased the computer and how many years passed.",1
I would like to use a different operating system altogether.,1
"Boot time is super fast , around anywhere from 35 seconds to 1 minute.",0
tech support would not fix the problem unless I bought your plan for $ 150 plus.,1
Set up was easy.,0
Did not enjoy the new Windows 8 and touchscreen functions.,0
"Other than not being a fan of click pads ( industry standard these days ) and the lousy internal speakers , it 's hard for me to find things about this notebook I do n't like , especially considering the $ 350 price tag.",1
"It 's fast , light , and simple to use.",0
"Works well , and I am extremely happy to be back to an apple OS.",1
Sure it 's not light and slim but the features make up for it 100 % .,1
"I am pleased with the fast log on , speedy WiFi connection and the long battery life ( > 6 hrs ) .",1
The Apple engineers have not yet discovered the delete key .,0
Made interneting ( part of my business ) very difficult to maintain .,0
"Luckily , for all of us contemplating the decision , the Mac Mini is priced just right.",1
"Only problem that I had was that the track pad was not very good for me , I only had a problem once or twice with it , But probably my computer was a bit defective.",1
It is super fast and has outstanding graphics.,0
But the mountain lion is just too slow.,0
Strong build though which really adds to its durability .,0
The battery life is excellent -- 6-7 hours without charging.,0
I 've had my computer for 2 weeks already and it works perfectly.,1
And I may be the only one but I am really liking Windows 8.,1
The baterry is very longer.,0
Its size is ideal and the weight is acceptable.,0
I can say that I am fully satisfied with the performance that the computer has supplied .,1
It has so much more speed and the screen is very sharp.,0
Everything I wanted and everything I needed and the price was great!,1
It 's not inexpensive but the Hardware performance is impressive for a computer this small.,0
"This thing is awesome , everything always works , everything is always easy to set up , everything is compatible , its literally everything I could ask for.",1
Keyboard responds well to presses.,0
"Lastly , Windows 8 is annoying .",0
Everything is so easy and intuitive to setup or configure.,0
Biggest complaint is Windows 8.,0
Only 2 usb ports ... seems kind of ... limited.,0
It has all the expected features and more +plus a wide screen and more than roomy keyboard.,0
Amazing Performance for anything I throw at it.,1
The receiver was full of superlatives for the quality and performance.,0
I was extremely happy with the OS itself.,1
The new MBP offers great portability and gives us confidence that we are not going to need to purchase a new laptop in 18 months.,0
"The criticism has waned , and now I 'd be the first to recommend an Air for truly portable computing.",1
"MS Office 2011 for Mac is wonderful , well worth it.",0
But the performance of Mac Mini is a huge disappointment.,0
They do n't just look good ; they deliver excellent performance.,0
I have had it over a year now with out a Glitch of any kind..I love the lit up keys and screen display ... this thing is Fast and clear as can be.,1
The Mountain Lion OS is not hard to figure out if you are familiar with Microsoft Windows.,0
"However , I can refute that OSX is `` FAST ''.",1
Enjoy using Microsoft Office!,0
Incredible graphics and brilliant colors.,0
Built-in apps are purely amazing.,0
From the speed to the multi touch gestures this operating system beats Windows easily.,0
I really like the size and I 'm a fan of the ACERS.,1
I opted for the SquareTrade 3-Year Computer Accidental Protection Warranty ( $ 1500-2000 ) which also support `` accidents '' like drops and spills that are NOT covered by AppleCare.,0
It 's light and easy to transport.,0
Once you get past learning how to use the poorly designed Windows 8 Set-Up you may feel frustrated.,0
The aluminum body sure makes it stand out.,0
"It is very easy to integrate bluetooth devices , and USB devices are recognized almost instantly.",0
And the fact that Apple is driving the 13 '' RMBP with the Intel4000 graphic chip seems underpowered to me.,0
Apple removed the DVD drive Firewire port ( will work with adapter ) and put the SDXC slot in a silly position on the back.,0
The durability of the laptop will make it worth the money.,0
Well designed and fast.,0
"But I was completely wrong , this computer is UNBELIEVABLE amazing and easy to use.",1
Exactly as posted plus a great value.,0
The specs are pretty good too.,0
"Apple is unmatched in product quality , aesthetics , craftmanship , and customer service.",0
It is a great size and amazing windows 8 included!,0
I do not like too much Windows 8.,1
Startup times are incredibly long : over two minutes.,0
Also stunning colors and speedy.,0
great price free shipping what else can i ask for!,1
This mouse is terrific.,0
It is really thick around the battery.,0
And windows 7 works like a charm.,0
": ) Great product , great price , great delivery , and great service.",0
: ] It arrived so fast and customer service was great.,0
tried windows 8 and hated it!,0
Set up was a breeze.,0
But I do NOT like Win8.,1
"I had the same reasons as most PC users : the price , the overbearing restrictions of OSX and lack of support for games.",1
"I wanted it for it 's mobility and man , this little bad boy is very nice.",1
I found the mini to be : Exceptionally easy to set up.,1
The sound is nice and loud ; I do n't have any problems with hearing anything.,1
"It is very slim , the track pad is very much impressed with me.",1
The settings are not user-friendly either.,0
Thank goodness for OpenOffice!,0
"Awesome form factor , great battery life , wonderful UX.",0
i love the keyboard and the screen.,1
"However , there are MAJOR issues with the touchpad which render the device nearly useless.",0
I 've already upgraded o Mavericks and I am impressed with everything about this computer.,1
Not as fast as I would have expect for an i5.,1
thanks for great service and shipping!,0
"The performance seems quite good , and built-in applications like iPhoto work great with my phone and camera.",0
I did swap out the hard drive for a Samsung 830 SSD which I highly recommend.,1
"Yes , that 's a good thing , but it 's made from aluminum that scratches easily.",0
I was also informed that the components of the Mac Book were dirty.,1
"the hardware problems have been so bad , i ca n't wait till it completely dies in 3 years , TOPS !",1
It 's so nice that the battery last so long and that this machine has the snow lion!,0
"it 's exactly what i wanted , and it has all the new features and whatnot.",1
"It feels cheap , the keyboard is not very sensitive.",0
"Though please note that sometimes it crashes , and the sound quality isnt superb.",0
It is very easy to navigate even for a novice.,0
"Does everything I need it to , has a wonderful battery life and I could n't be happier.",1
Great Performance and Quality.,0
"One more thing , this mac does NOT come with restore disks and I am not sure if you can make them direct from the mac like you can with newer PC 's , also the charging cables are made of the same cheap material as the iPhone/iPod touch cables.",1
The new os is great on my macbook pro!,0
"I have experienced no problems , works as anticipated.",1
System is running great.,0
Easy to customize setting and even create your own bookmarks.,0
"it has all the features that we expected and the price was good , working well so far.",0
The new operating system makes this computer into a super iPad.,0
Easy to set up and go!,0
I ca n't believe how quiet the hard drive is and how quick this thing boots up.,1
It 's just what we were looking for and it works great.,0
It 's so quick and responsive that it makes working / surfing on a computer so much more pleasurable!,0
"It works fine , and all the software seems to run pretty well.",0
"I wanted a computer that was quite , fast , and that had overall great performance.",1
"Harddrive was in poor condition , had to replace it.",0
The on/off switch is a bit obscure in the rear corner.,0
My only complaint is the total lack of instructions that come with the mac mini.,0
"The only task that this computer would not be good enough for would be gaming , otherwise the integrated Intel 4000 graphics work well for other tasks.",0
"I use it mostly for content creation ( Audio , video , photo editing ) and its reliable.",1
Screen is bright and gorgeous.,0
"It is robust , with a friendly use as all Apple products.",0
It is fast and easy to use.,0
And the fact that it comes with an i5 processor definitely speeds things up.,0
I have been PC for years but this computer is intuitive and its built in features are a great help.,1
"Nice screen , keyboard works great!",0
I was amazed at how fast the delivery was.,1
The memory was gone and it was not able to be used.,0
It works great and I am so happy I bought it.,1
"I like the design and ease of use with the keyboard , plenty of ports.",1
it definitely beats my old mac and the service was great.,0
Web browsing is very quick with Safari browser.,0
I like the lighted screen at night.,1
It is really easy to use and it is quick to start up.,0
I 've lived with the crashes and slow operation and restarts.,1
USB3 Peripherals are noticably less expensive than the ThunderBolt ones.,0
"It 's fast , light , and is perfect for media editing , which is mostly why I bought it in the first place.",1
"The battery lasts as advertised ( give or take 15-20 minutes ) , and the entire user experience is very elegant.",0
Thanks for the fast shipment and great price.,0
"! Excellent performance , usability , presentation and time response.",0
The smaller size was a bonus because of space restrictions.,0
I blame the Mac OS.,1
I like the operating system.,1
I love the form factor.,1
It 's fast at loading the internet.,0
So much faster and sleeker looking.,0
"Unfortunately , it runs XP and Microsoft is dropping support next April.",0
"First off , I really do like my MBP ... once used to the OS it is pretty easy to get around , and the overall build is great ... eg the keyboard is one of the best to type on.",1
It is made of such solid construction and since I have never had a Mac using my iPhone helped me get used to the system a bit.,0
Very nice unibody construction.,0
"This Macbook Pro is fast , powerful , and runs super quiet and cool.",0
It 's ok but does n't have a disk drive which I did n't know until after I bought it.,1
"There is no HDMI receptacle , nor is there an SD card slot located anywhere on the device.",0
It came in brand new and works perfectly.,0
"It should n't happen like that , I do n't have any design app open or anything.",1
MY TRACKPAD IS NOT WORKING.,1
"It looks and feels solid , with a flawless finish.",0
Price was higher when purchased on MAC when compared to price showing on PC when I bought this product.,1
Then the system would many times not power down without a forced power-off.,0
The configuration is perfect for my needs.,0
and the speakers is the worst ever.,0
"Its the best , its got the looks , super easy to use and love all you can do with the trackpad !",0
Web surfuring is smooth and seamless.,0
I 'm overall pleased with the interface and the portability of this product.,1
"This item is a beautiful piece , it works well , it is easy to carry and handle.",0
"It was also suffering from hardware ( keyboard ) issues , relatively slow performance and shortening battery lifetime.",0
"Runs good and does the job , ca n't complain about that!",0
It 's silent and has a very small footprint on my desk.,0
The exterior is absolutely gorgeous.,0
"It has a very high performance , just for what I needed for.",1
Apple is aware of this issue and this is either old stock or a defective design involving the intel 4000 graphics chipset.,0
"I just bought the new MacBook Pro , the 13 '' model , and I ca n't believe Apple keeps making the same mistake with regard to USB ports.",1
It is the perfect size and speed for me.,1
THE CUSTOMER SERVICE IS TERRIFIC!,0
"My last laptop was a 17 '' ASUS gaming machine , which performed admirably , but having since built my own desktop and really settling into the college life , I found myself wanting something smaller and less cumbersome , not to mention that the ASUS had been slowly developing problems ever since I bought it about 4 years ago.",1
"However , it did not have any scratches , ZERO battery cycle count ( pretty surprised ) , and all the hardware seemed to be working perfectly.",0
And as for all the fancy finger swipes -- I just gave up and attached a mouse.,0
"I needed a laptop with big storage , a nice screen and fast so I can photoshop without any problem.",1
I like coming back to Mac OS but this laptop is lacking in speaker quality compared to my $ 400 old HP laptop.,1
Shipped very quickly and safely.,0
The thunderbolt port is awesome!,0
The performance is definitely superior to any computer I 've ever put my hands on.,1
It 's great for streaming video and other entertainment uses.,0
I like the design and its features but there are somethings I think needs to be improved.,1
There were small problems with Mac office.,0
I ordered my 2012 mac mini after being disappointed with spec of the new 27 '' Imacs.,1
"Its fast , easy to use and it looks great.",0
"Performance is much much better on the Pro , especially if you install an SSD on it.",0
"Note , however , that any existing MagSafe accessories you have will not work with the MagSafe 2 connection.",0
"The only thing I dislike is the touchpad , alot of the times its unresponsive and does things I dont want it too , I would recommend using a mouse with it.",1
"The Mac mini is about 8x smaller than my old computer which is a huge bonus and runs very quiet , actually the fans are n't audible unlike my old pc.",0
I thought the transition would be difficult at best and would take some time to fully familiarize myself with the new Mac ecosystem.,1
It 's absolutely wonderful and worth the price!,0
I am please with the products ease of use ; out of the box ready ; appearance and functionality.,1
Perfect for all my graphic design classes I 'm taking this year in college : - ),1
I will not be using that slot again.,1
"The OS is fast and fluid , everything is organized and it 's just beautiful.",0
They are simpler to use.,0
! so nice .. stable .. fast .. now i got my SSD!,0
I love the quick start up.,1
You just can not beat the functionality of an Apple device.,0
Yet my mac continues to function properly.,0
Graphics are much improved.,0
"Here are the things that made me confident with my purchase : Build Quality - Seriously , you ca n't beat a unibody construction.",0
